text,other,economic.liberal,economic.conservative,campaignfinance.corruption.opengovernment,crime.police,criminaljusticereform,domestic.violence,drugabuse,environment.climatechange,guncontrol.conservative,guncontrol.liberal,healthcare.bipartisan,healthcare.conservative,healthcare.liberal,education.liberal,education.conservative,infrastructure.roads.transportation,king.veterans,lgbt.anti,lgbt.pro,marijuana.anti,marijuana.pro,prochoice.womenshealth,prolife,raceissues.liberal,gerrymandering.anti,voting.conservative,voting.liberal
"After a dairy breakfast in Neillsville and a parade in Stratford, I stopped at the house on Hayes Rd that had a... ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aztalan State Park in Jefferson County was recently featured on the Smithsonian Channel! Watch the clip for some fascinating Wisconsin history:,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If you are interested in watching a good general interview with the candidates seeking the 52nd District WI State Assembly seat, check out the Wisconsin Eye home page and follow the links.

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Throwback to 2011 when then-Rep. Robin Vos said this.



Gutting Wisconsin's civil service system is the latest step by Republicans to make WI #OpenForCorruption",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
We expect further anemic action from GOP on major issues Wisconsinites care about,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
I thought this was cool enough to share...a map developed in 1914 showing how long it took to travel to all... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Such vile, hateful comments. Wisconsin deserves better! ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Here's part of my campaign staff taking a break. They're the reason why I am running. Back to work, boys! ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenosha News ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
It was a busy week in Madison. Check out all that happened in my e-update.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Learning from the past ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
A pancake breakfast at the Unity American Legion...always very good! Even better having a nice conversation with... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last night we celebrated the 25th Anniversary of School Choice!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jason Benjamin Josaphat, 19 years old loved and was loved #OrlandoNightclubShooting",,,,,,,,,,,1,,,,,,,,,,,,,,,,,
Urge Congress to protect every woman’s right to make her own health care decisions by passing the EACH Woman Act. ,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
Owners of the Cabaret in St. Cloud receive a Citation on 100th anniversary of the business. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It was an honor to meet Robert O'Neill, the Navy Seal that shot and killed Bin Laden, at yesterday's Dairy Business Association's annual conference. Great guy, fellow veteran!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
In Shorewood honoring those who served and gave their lives for our freedoms!  ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @marcorubio: In case you missed the #GOPTownHall, it's re-airing on @CNN at 12am ET/9pm PT.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @BlackYouthProj: Getting a degree in gospel music performance is a thing now. That's dope.



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
It is important that Wisconsin residents share their concerns at www.SaveSeniorCare.com and help protect access to affordable prescription medications. #SaveSeniorCare,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
"From Feb: ""Walker also said he would 'eliminate' the Export-Import Bank"" ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is an excellent example I've how public engagement and information is shared. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Here's my statement after Governor Scott Walker announced his intentions to keep the I-39/90 project fully funded and on track:



“As a strong advocate for the I-39/90 expansion project, I’m pleased that Governor Walker and the Wisconsin Department of Transportation (WisDOT) recognize the timely completion of the I-39/90 corridor from the Stateline to Madison is a top priority. This dedicated funding will help keep the project moving forward and on time, but Wisconsin must still formulate an adequate, sustainable, and equitable transportation funding system in order to ensure that we are meeting all of our long-term infrastructure obligations. I remain committed to working with stakeholders on a funding solution.”",,,,,,,,,,,,,,,,,1,,,,,,,,,,,
" @FrankLuntz: Rubio attacking media bias was the first and perhaps only 90+ dial score. <ed><U+00A0><U+00BD><ed><U+00B3><U+0088>



Focus group's message to Jeb: Don't attack Mar…",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""The town itself is renowned for stores and restaurants focusing on fresh and local foods, including the farm-to-table Driftless Café and the European-style Viroqua Public Market, where you can find an independent bookstore, antiques and crafts, and a cooperative art gallery.""",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @RedTapeReviewWI: Thank you to everyone who attended our first Red Tape Review roundtable and to FVTC for hosting. Great event! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"One of the best parts of the job is meeting with students from the district that come to the Capitol. Today, I had the opportunity to meet students from Mineral Point Elementary School. I hope you all enjoyed your day in Madison!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @CapTimes: Bikes on the rise! Madison area has one of nation's largest declines in automobile commuting

",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@repjocasta and I wrote to @GovWalker demanding he promise to veto any bills like RFRA in WI! Read our letter here: ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Come to the Rock County Dems meeting tonight at 6:30 at 2020 Sutler Ave in Beloit! My colleague Rep. JoCasta Zamarripa will be the featured speaker starting at 7pm.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MPSProud,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thank you to everyone at Alliant Energy for inviting me to tour the Cedar Ridge Wind Farm this morning. It was great to see up close and to learn more about wind energy in Wisconsin. We can and should do more to promote affordable, renewable energy in Wisconsin.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"It's ""Oktoberfest in the Capitol"" today, where a delegation from La Crosse comes to Madison to promote all the great things we are doing in the Coulee Region. I was glad to be able to greet everyone this morning--and looking forward to bratwurst this afternoon!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @JimPressOffice: Today, Rep. Sensenbrenner reintroduced the Comprehensive Addiction and Recovery Act #CARA ",,,,,,,,1,,,,,,,,,,,,,,,,,,,,
" @SSHonorFlight: We remember those who did not come home, and our #veterans remember them too. #MemorialDay ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
We knocked Fondy Ward 21 today. Our reward: 16 yard signs &amp; amazing Tucker's Burgers! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Prevention and wraparound services, jobs &amp; hope at rates to make a drastic difference is necessary. This is not new! ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Here is a great column by my colleague Rep. Kolste on Governor Walker (and the GOP legislature's) record of incompetence and mismanagement. Please share if you agree Wisconsin can do better!



""Gov. Scott Walker claims his low standing in polls is due to negative headlines. But the headlines merely report his failures to adequately perform his only real job, which is to manage Wisconsin’s government and programs.""



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
.@HillaryforWI is handing me the keys to their Twitter account tonight during #RNCinCLE. Don't miss out! ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@klindemer I have a number that would move us in the right direction - gotta start somewhere - inaction=guilt,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Today I had the pleasure of addressing the 3rd congressional district Dems. We had a GREAT turnout!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @DanielBice: This is how Sheriff Clarke is responding to massacre in Paris. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"John Doe horror stories: ‘I felt completely helpless in my own home’



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@rodeodance @news3jessica @LisaSubeck . No, the bill specifically states the doctor, the medical professional, is to decide.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If this doesn't make you laugh Tiffani Lentz, nothing will. ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @RepKulp: Yesterday I talked with @marshfield_tv with my friend @RepSpiros to discuss this year's legislative session ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@DanaJWachs gives Dem address on GOP effort to dismantle WI's John Doe law, which helps prosecutors fight corruption: ",,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"UPDATE: The DOT has announced that DMVs across the state are now up and running. 



We are still working to find out what the Walker Administration is doing for the unknown amount of people who were prevented from voting or getting proper ID to vote for hours this morning. Stay tuned.



************

11:40am: For hours this morning, there were statewide outages with the WisVote system and at DMVs across the state. An unknown number of people were prevented from voting or getting proper ID to vote next week. I am waiting for an explanation and plan from Gov. Walker about what happened and what can be done to remedy this situation before next Tuesday’s election.",,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"""If Wisconsin citizens sit quietly while politicians sell public lands to private interests, this will just be... ",,,,,,,,,1,,,,,,,,,,,,,,,,,,,
"I'm on the road this week for my job, but I wanted to take some time to respond to some feedback from a voter in this edition of Table Talk with Testin.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Constituents from Peshtigo stopped by my office in the State Capitol! I'm always happy to show constituents around my office.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The time is now to treat these aborted children as humans, not specimens. #RightToLife #WIright ",,,,,,,,,,,,,,,,,,,,,,,,1,,,,
" @devilradio: Rep Chris Taylor joins the Devil's Advocates at 3:20 CT today. The Mic 92.1 



""Family, Public Deserve Answers... ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Recently the Journal Sentinel ran a column that did not depict much difference between Democrats and Republicans. I beg to differ, and you can read my response to the Journal Sentinel here. Democrats will continue to champion clean, open, accountable government -- for everyone.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Looking for an easier way to spruce up your yard this weekend? Add some Conservative Curb-appeal! Yard signs now available!  Contact Debbie!  Call/text 608-863-0164 or email borkdeb@tcc.coop. We'll get em to you!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"WOW!!! Yesterday we sent a message loud and clear. A regular guy from Bagley just did pretty well compared to an ALEC politician with 10x the money. 



Bennett: 1836 votes;         Tranel: 1280 votes 



While meeting people across the district it couldn't be more clear that We The People are outraged by our current state of affairs. We are sick and tired of the crony capitalism in Madison. We all agree that if we want a just and sustainable future we need to take back our democratic process. If we want a just and sustainable future we need politicians who are working for all of us rather than their big money donors. 



I will never quit fighting for We The People. Never.



Together we can do better.

www.bennett4assembly.com",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The end of an era - the DNR closes Mazo Beach.... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @WSJMattD4: Assembly adjourns at 2:11 a.m.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Watch today's Assembly session on WisconsinEye :,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYI: Here is a petition relating to the Wisconsin Deferred Compensation (WDC) board denying the option to offer loans against a portion of the balance participants keep in their Deferred Compensation accounts.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Great turnout last night for Dogs On The Deck. Thanks to everyone who came and @repvos for sharing with us! #wi88,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Joint Finance Executive Sessions have begun. You can watch along at home on Wisconsin Eye.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"You can sign up until February 1st.  If you're on the registry you will be notified before landscaping and lawn care companies apply pesticides to neighboring properties. 



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The revolution continues.... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In case you missed it last night, here's the coverage from yesterday's bill signing. Thanks NBC15 Madison!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Departing out of Manitowoc with the family this afternoon on a National Register of Historic Places, the S.S. Badger - Lake Michigan Carferry... the largest car ferry to ever sail Lake Michigan!



I highly recommend this experience at least once for a family with young kids, not cheap, but a once-in-a lifetime opportunity... especially since the federal government has been invested in shutting it down.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Rita's students and chaperons enjoyed their visit to the Capitol. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
 @com_kaplan5: @wnkramer @MarkRuffalo @RepCoryMason ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
.Hearing on #ABLE bill today. Thank you to @RepSpiros for scheduling this vital legislation!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
August Edition of Wisconsin Department of Workforce Development's redesigned Workforce Watch Newsletter,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
@WisDOJ And @SenRobCowles announce Justice for Children Package #wipolitics ,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
"Check out this week's column: Wine Walks Legislation Demonstrates the Strength of Grassroots



",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Don’t Wait. Communicate. September is National Preparedness Month. Wisconsin Emergency Management’s ReadyWisconsin campaign says now is the perfect time to talk to everyone about getting ready for an emergency or disaster."" - check out more at the link below",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Closing in on 20 hours, got a ton done, proud to serve the citizens of the 88th district.  Start again at 10 this morning.",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Something to check out:  WisconsinEye has launched a series of stories called Dealing with Dementia.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
The campaign season in full swing! Signs going up in Viroqua area. ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @HupyandAbraham: When you text &amp; drive, you're 23 times more likely to have an accident than when occupied by any other activity ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rep. Mike Rohrkaste (R - Neenah), Chairman of the Task Force on Alzheimer's and Dementia, will be joining me this morning at Mayo in Eau Clarie to present the task force report. Other presentations are scheduled around the state this week.",,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Thank you to the Wisconsin Medical Society for their support in the fight against prescription drug abuse and addiction in Wisconsin!,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Ready to cast your vote for Jessie? Early voting goes through close of business this Friday. Check out... ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
" @andrewlacombe: #NOW: @RepGenrich &amp; Vietnam veteran Reed Hardy denouncing Donald Trump's ""disrespect"" for veterans @fox11news ",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We talked to these longtime constituents,  who like many, were told lies by my opponent.  The next day, not one but 2 Zepnick yard signs went onto the lawn.  oh yeah,  and we won the Primary Election in that ward and throughout the District!",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"We should be touting our state's tradition of peaceful protests, and that's what this resolution does @ChrisTaylorWI",1,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I am proud to be a co-author of this bill that protects 2nd Amendment rights. Thank you to Governor Walker for his support on this bill, and a special thank you and congratulations to Representative Quinn for his hard work and dedication that resulted in getting his first piece of legislation passed.",,,,,,,,,,1,,,,,,,,,,,,,,,,,,
